station,station_name,valid(UTC),tmpf,dwpf,sknt,drct,gust_drct,gust_sknt,vis1_coeff,vis1_nd,vis2_coeff,vis2_nd,vis3_coeff,vis3_nd,ptype,precip,pres1,pres2,pres3
MAE,Madera,2023-11-07 10:00,55,52,6,289,289,8,0.123,N,M,M,M,M,?0,0.0,29.739,29.748,M
MAE,Madera,2023-11-07 11:00,52,50,4,300,301,4,0.206,N,M,M,M,M,NP,0.0,29.741,29.75,M
MAE,Madera,2023-11-07 12:00,51,49,4,248,253,4,0.4,N,M,M,M,M,NP,0.0,29.744,29.753,M
MAE,Madera,2023-11-07 13:00,51,49,5,286,288,6,0.337,N,M,M,M,M,?1,0.0,29.76,29.769,M
MAE,Madera,2023-11-07 14:00,49,48,5,283,283,5,0.547,N,M,M,M,M,?1,0.0,29.771,29.78,M
MAE,Madera,2023-11-07 15:00,50,47,4,308,300,5,0.624,D,M,M,M,M,NP,0.0,29.795,29.804,M
MAE,Madera,2023-11-07 16:00,54,51,5,305,307,6,0.473,D,M,M,M,M,?1,0.0,29.82,29.828,M
MAE,Madera,2023-11-07 17:00,56,54,7,307,318,9,0.248,D,M,M,M,M,?0,0.0,29.832,29.841,M
MAE,Madera,2023-11-07 18:00,59,54,7,303,307,10,0.152,D,M,M,M,M,?0,0.0,29.839,29.847,M
MAE,Madera,2023-11-07 19:00,63,52,11,321,328,14,0.101,D,M,M,M,M,?0,0.0,29.832,29.841,M
MAE,Madera,2023-11-07 20:00,66,50,12,291,294,17,0.087,D,M,M,M,M,?1,0.0,29.819,29.828,M
MAE,Madera,2023-11-07 21:00,67,48,8,299,295,13,0.063,D,M,M,M,M,?1,0.0,29.799,29.808,M
MAE,Madera,2023-11-07 22:00,65,45,13,293,293,16,0.051,D,M,M,M,M,?0,0.0,29.782,29.791,M
MAE,Madera,2023-11-07 23:00,65,46,11,307,304,15,0.059,D,M,M,M,M,?0,0.0,29.788,29.797,M
MAE,Madera,2023-11-08 00:00,65,44,13,323,330,18,0.05,D,M,M,M,M,?1,0.0,29.793,29.802,M
MAE,Madera,2023-11-08 01:00,62,44,11,325,317,13,0.05,D,M,M,M,M,?0,0.0,29.803,29.812,M
MAE,Madera,2023-11-08 02:00,59,45,8,311,307,11,0.053,N,M,M,M,M,?0,0.0,29.814,29.823,M
MAE,Madera,2023-11-08 03:00,55,45,7,282,276,8,0.075,N,M,M,M,M,?1,0.0,29.817,29.826,M
MAE,Madera,2023-11-08 04:00,55,45,7,293,293,9,0.085,N,M,M,M,M,?1,0.0,29.826,29.834,M
MAE,Madera,2023-11-08 05:00,54,45,8,284,289,10,0.063,N,M,M,M,M,?0,0.0,29.83,29.839,M
MAE,Madera,2023-11-08 06:00,53,44,5,309,309,7,0.066,N,M,M,M,M,?1,0.0,29.844,29.853,M
MAE,Madera,2023-11-08 07:00,51,44,2,316,316,3,0.083,N,M,M,M,M,?2,0.0,29.847,29.856,M
MAE,Madera,2023-11-08 08:00,47,42,7,277,284,9,0.085,N,M,M,M,M,?1,0.0,29.856,29.865,M
MAE,Madera,2023-11-08 09:00,48,42,5,330,322,6,0.084,N,M,M,M,M,?1,0.0,29.868,29.877,M
MAE,Madera,2023-11-08 10:00,48,42,4,325,321,5,0.086,N,M,M,M,M,NP,0.0,29.879,29.888,M
MAE,Madera,2023-11-08 11:00,43,40,1,343,346,1,0.138,N,M,M,M,M,NP,0.0,29.884,29.893,M
MAE,Madera,2023-11-08 12:00,43,40,0,293,290,1,0.19,N,M,M,M,M,NP,0.0,29.899,29.907,M
MAE,Madera,2023-11-08 13:00,39,37,2,48,57,2,0.126,N,M,M,M,M,NP,0.0,29.918,29.927,M
MAE,Madera,2023-11-08 14:00,41,39,3,80,73,3,0.179,N,M,M,M,M,?1,0.0,29.932,29.941,M
MAE,Madera,2023-11-08 15:00,41,38,2,65,69,3,0.125,D,M,M,M,M,NP,0.0,29.955,29.963,M
MAE,Madera,2023-11-08 16:00,48,44,4,77,76,5,0.178,D,M,M,M,M,?1,0.0,29.976,29.984,M
MAE,Madera,2023-11-08 17:00,52,45,2,92,89,3,0.126,D,M,M,M,M,?1,0.0,29.983,29.992,M
MAE,Madera,2023-11-08 18:00,60,46,3,102,115,5,0.121,D,M,M,M,M,M ,0.0,29.982,29.991,M
MAE,Madera,2023-11-08 19:00,70,47,3,181,177,7,0.109,D,M,M,M,M,M ,0.0,29.971,29.98,M
MAE,Madera,2023-11-08 20:00,63,47,5,132,109,6,0.105,D,M,M,M,M,NP,0.0,29.957,29.965,M
MAE,Madera,2023-11-08 21:00,65,47,2,294,258,5,0.102,D,M,M,M,M,NP,0.0,29.937,29.945,M
MAE,Madera,2023-11-08 22:00,66,47,1,176,106,1,0.086,D,M,M,M,M,NP,0.0,29.923,29.932,M
MAE,Madera,2023-11-08 23:00,67,45,1,164,117,3,0.063,D,M,M,M,M,NP,0.0,29.908,29.916,M
MAE,Madera,2023-11-09 00:00,66,44,4,277,274,4,0.057,D,M,M,M,M,NP,0.0,29.901,29.91,M
MAE,Madera,2023-11-09 01:00,61,44,4,301,303,4,0.074,D,M,M,M,M,NP,0.0,29.902,29.911,M
MAE,Madera,2023-11-09 02:00,55,45,3,304,304,4,0.083,N,M,M,M,M,NP,0.0,29.914,29.922,M
MAE,Madera,2023-11-09 03:00,51,45,2,259,258,2,0.158,N,M,M,M,M,NP,0.0,29.916,29.925,M
MAE,Madera,2023-11-09 15:00,40,37,4,124,124,4,0.177,D,M,M,M,M,NP,0.0,29.961,29.969,M
MAE,Madera,2023-11-09 16:00,48,43,2,124,117,3,0.127,D,M,M,M,M,NP,0.0,29.978,29.987,M
MAE,Madera,2023-11-09 17:00,53,45,5,147,149,6,0.236,D,M,M,M,M,NP,0.0,29.986,29.995,M
MAE,Madera,2023-11-09 18:00,58,46,3,107,102,5,0.181,D,M,M,M,M,NP,0.0,29.976,29.984,M
MAE,Madera,2023-11-09 19:00,63,44,3,246,259,6,0.202,D,M,M,M,M,NP,0.0,29.957,29.965,M
MAE,Madera,2023-11-09 20:00,65,44,3,287,285,7,0.161,D,M,M,M,M,NP,0.0,29.926,29.934,M
MAE,Madera,2023-11-09 21:00,68,43,3,300,311,5,0.098,D,M,M,M,M,NP,0.0,29.904,29.912,M
MAE,Madera,2023-11-09 22:00,68,40,2,284,301,4,0.079,D,M,M,M,M,NP,0.0,29.892,29.901,M
MAE,Madera,2023-11-09 23:00,68,40,4,257,260,5,0.093,D,M,M,M,M,NP,0.0,29.88,29.889,M
MAE,Madera,2023-11-10 00:00,66,41,4,312,323,5,0.1,D,M,M,M,M,NP,0.0,29.872,29.881,M
MAE,Madera,2023-11-10 01:00,60,42,3,302,301,4,0.095,D,M,M,M,M,NP,0.0,29.878,29.887,M
MAE,Madera,2023-11-10 02:00,55,44,3,320,319,3,0.107,N,M,M,M,M,NP,0.0,29.876,29.885,M
MAE,Madera,2023-11-10 03:00,53,44,0,323,330,0,0.103,N,M,M,M,M,NP,0.0,29.877,29.885,M
MAE,Madera,2023-11-10 04:00,49,44,2,294,285,3,0.168,N,M,M,M,M,NP,0.0,29.884,29.892,M
MAE,Madera,2023-11-10 05:00,49,41,4,337,334,4,0.144,N,M,M,M,M,NP,0.0,29.894,29.902,M
MAE,Madera,2023-11-10 06:00,45,39,2,54,47,2,0.164,N,M,M,M,M,NP,0.0,29.89,29.898,M
MAE,Madera,2023-11-10 07:00,44,39,2,147,152,2,0.193,N,M,M,M,M,NP,0.0,29.879,29.888,M
MAE,Madera,2023-11-10 08:00,43,39,2,197,200,3,0.233,N,M,M,M,M,NP,0.0,29.869,29.877,M
MAE,Madera,2023-11-10 09:00,40,38,1,303,313,1,0.283,N,M,M,M,M,NP,0.0,29.87,29.878,M
MAE,Madera,2023-11-10 10:00,40,37,1,34,29,2,0.237,N,M,M,M,M,NP,0.0,29.871,29.879,M
MAE,Madera,2023-11-10 11:00,41,36,2,19,24,3,0.207,N,M,M,M,M,NP,0.0,29.864,29.872,M
MAE,Madera,2023-11-10 12:00,M,M,4,86,86,5,0.143,N,M,M,M,M,M,M,M,M,M
MAE,Madera,2023-11-10 13:00,37,34,4,266,261,5,0.155,N,M,M,M,M,NP,0.0,29.865,29.873,M
MAE,Madera,2023-11-10 14:00,37,35,2,111,111,3,0.336,N,M,M,M,M,NP,0.0,29.862,29.87,M
MAE,Madera,2023-11-10 15:00,38,35,2,68,71,2,0.304,D,M,M,M,M,NP,0.0,29.872,29.88,M
MAE,Madera,2023-11-10 16:00,45,41,2,307,314,2,0.417,D,M,M,M,M,NP,0.0,29.888,29.896,M
MAE,Madera,2023-11-10 17:00,51,43,2,324,322,3,0.163,D,M,M,M,M,NP,0.0,29.893,29.901,M
MAE,Madera,2023-11-10 18:00,58,41,2,53,50,3,0.097,D,M,M,M,M,NP,0.0,29.881,29.89,M
MAE,Madera,2023-11-10 19:00,61,43,2,186,196,4,0.109,D,M,M,M,M,NP,0.0,29.869,29.877,M
MAE,Madera,2023-11-10 20:00,65,41,4,260,256,5,0.151,D,M,M,M,M,NP,0.0,29.844,29.852,M
MAE,Madera,2023-11-10 21:00,68,40,3,270,302,6,0.119,D,M,M,M,M,NP,0.0,29.829,29.837,M
MAE,Madera,2023-11-10 22:00,68,38,4,268,277,7,0.096,D,M,M,M,M,NP,0.0,29.805,29.814,M
MAE,Madera,2023-11-10 23:00,69,38,5,271,278,7,0.098,D,M,M,M,M,NP,0.0,29.794,29.803,M
MAE,Madera,2023-11-11 00:00,66,39,3,296,303,4,0.116,D,M,M,M,M,NP,0.0,29.802,29.811,M
MAE,Madera,2023-11-11 01:00,59,42,2,285,284,2,0.111,D,M,M,M,M,NP,0.0,29.813,29.822,M
MAE,Madera,2023-11-11 02:00,52,42,1,119,119,1,0.171,N,M,M,M,M,NP,0.0,29.824,29.832,M
MAE,Madera,2023-11-11 03:00,50,41,2,173,175,3,0.164,N,M,M,M,M,NP,0.0,29.824,29.832,M
MAE,Madera,2023-11-11 04:00,49,42,0,24,53,0,0.139,N,M,M,M,M,NP,0.0,29.837,29.845,M
MAE,Madera,2023-11-11 05:00,44,38,3,350,350,3,0.201,N,M,M,M,M,NP,0.0,29.856,29.865,M
MAE,Madera,2023-11-11 06:00,44,38,2,13,9,2,0.18,N,M,M,M,M,NP,0.0,29.866,29.875,M
MAE,Madera,2023-11-11 07:00,45,38,4,98,99,4,0.191,N,M,M,M,M,NP,0.0,29.865,29.873,M
MAE,Madera,2023-11-11 08:00,44,38,1,114,114,2,0.203,N,M,M,M,M,NP,0.0,29.87,29.878,M
MAE,Madera,2023-11-11 09:00,42,38,4,115,115,4,0.287,N,M,M,M,M,NP,0.0,29.87,29.878,M
MAE,Madera,2023-11-11 10:00,42,37,4,118,120,4,0.151,N,M,M,M,M,NP,0.0,29.871,29.88,M
MAE,Madera,2023-11-11 11:00,41,36,3,89,87,3,0.153,N,M,M,M,M,NP,0.0,29.87,29.879,M
MAE,Madera,2023-11-11 12:00,43,37,2,17,12,2,0.119,N,M,M,M,M,NP,0.0,29.885,29.893,M
MAE,Madera,2023-11-11 13:00,41,36,3,92,85,4,0.118,N,M,M,M,M,NP,0.0,29.891,29.899,M
MAE,Madera,2023-11-11 14:00,39,34,2,79,77,3,0.09,N,M,M,M,M,NP,0.0,29.903,29.911,M
MAE,Madera,2023-11-11 15:00,40,36,4,111,111,4,0.122,D,M,M,M,M,NP,0.0,29.922,29.93,M
MAE,Madera,2023-11-11 16:00,49,41,2,170,168,2,0.115,D,M,M,M,M,NP,0.0,29.935,29.944,M
MAE,Madera,2023-11-11 17:00,55,41,4,152,149,5,0.22,D,M,M,M,M,NP,0.0,29.941,29.949,M
MAE,Madera,2023-11-11 18:00,59,42,2,220,211,2,0.194,D,M,M,M,M,NP,0.0,29.942,29.95,M
MAE,Madera,2023-11-11 19:00,64,41,2,249,226,3,0.14,D,M,M,M,M,NP,0.0,29.924,29.932,M
MAE,Madera,2023-11-11 20:00,67,40,3,248,228,5,0.107,D,M,M,M,M,NP,0.0,29.901,29.909,M
MAE,Madera,2023-11-11 21:00,70,40,3,279,279,4,0.13,D,M,M,M,M,NP,0.0,29.876,29.884,M
MAE,Madera,2023-11-11 22:00,70,40,4,298,330,7,0.1,D,M,M,M,M,NP,0.0,29.853,29.861,M
MAE,Madera,2023-11-11 23:00,71,40,2,258,230,3,0.107,D,M,M,M,M,NP,0.0,29.848,29.856,M
MAE,Madera,2023-11-12 00:00,69,39,4,282,285,5,0.092,D,M,M,M,M,NP,0.0,29.842,29.851,M
MAE,Madera,2023-11-12 01:00,63,43,2,276,275,2,0.089,D,M,M,M,M,NP,0.0,29.841,29.849,M
MAE,Madera,2023-11-12 02:00,53,42,1,274,276,1,0.095,N,M,M,M,M,?1,0.0,29.844,29.852,M
MAE,Madera,2023-11-12 03:00,54,43,1,230,225,1,0.124,N,M,M,M,M,NP,0.0,29.843,29.851,M
MAE,Madera,2023-11-12 04:00,50,42,1,197,198,1,0.121,N,M,M,M,M,NP,0.0,29.85,29.859,M
MAE,Madera,2023-11-12 05:00,51,41,3,72,74,4,0.234,N,M,M,M,M,?1,0.0,29.854,29.862,M
MAE,Madera,2023-11-12 06:00,49,40,4,84,84,5,0.28,N,M,M,M,M,NP,0.0,29.859,29.867,M
MAE,Madera,2023-11-12 07:00,48,39,5,92,90,6,0.16,N,M,M,M,M,NP,0.0,29.851,29.86,M
MAE,Madera,2023-11-12 08:00,46,38,4,88,87,5,0.165,N,M,M,M,M,NP,0.0,29.847,29.855,M
MAE,Madera,2023-11-12 09:00,48,38,4,82,80,4,0.134,N,M,M,M,M,NP,0.0,29.832,29.84,M
MAE,Madera,2023-11-12 10:00,45,37,4,92,86,5,0.135,N,M,M,M,M,NP,0.0,29.822,29.83,M
MAE,Madera,2023-11-12 11:00,45,37,4,80,77,5,0.128,N,M,M,M,M,NP,0.0,29.807,29.816,M
MAE,Madera,2023-11-12 12:00,45,38,5,78,81,6,0.11,N,M,M,M,M,NP,0.0,29.799,29.807,M
MAE,Madera,2023-11-12 13:00,43,37,4,87,87,5,0.118,N,M,M,M,M,NP,0.0,29.803,29.811,M
MAE,Madera,2023-11-12 14:00,43,36,4,100,102,5,0.128,N,M,M,M,M,NP,0.0,29.801,29.809,M
MAE,Madera,2023-11-12 15:00,41,36,2,93,90,2,0.167,D,M,M,M,M,NP,0.0,29.812,29.82,M
MAE,Madera,2023-11-12 16:00,50,40,5,111,104,6,0.138,D,M,M,M,M,NP,0.0,29.815,29.824,M
MAE,Madera,2023-11-12 17:00,56,41,4,146,148,6,0.213,D,M,M,M,M,NP,0.0,29.817,29.825,M
MAE,Madera,2023-11-12 18:00,63,43,5,123,115,8,0.225,D,M,M,M,M,NP,0.0,29.797,29.805,M
MAE,Madera,2023-11-12 19:00,69,42,8,128,113,9,0.217,D,M,M,M,M,NP,0.0,29.771,29.779,M
MAE,Madera,2023-11-12 20:00,72,41,7,152,152,10,0.194,D,M,M,M,M,?1,0.0,29.738,29.747,M
MAE,Madera,2023-11-12 21:00,75,41,7,113,110,10,0.185,D,M,M,M,M,NP,0.0,29.708,29.716,M
MAE,Madera,2023-11-12 22:00,78,36,8,126,143,11,0.12,D,M,M,M,M,NP,0.0,29.676,29.684,M
MAE,Madera,2023-11-12 23:00,78,34,7,129,128,9,0.102,D,M,M,M,M,NP,0.0,29.654,29.662,M
MAE,Madera,2023-11-13 00:00,76,36,7,119,120,7,0.103,D,M,M,M,M,NP,0.0,29.64,29.648,M
MAE,Madera,2023-11-13 01:00,64,42,4,233,233,4,0.114,D,M,M,M,M,NP,0.0,29.649,29.658,M
MAE,Madera,2023-11-13 02:00,58,40,2,190,196,3,0.105,N,M,M,M,M,NP,0.0,29.663,29.672,M
MAE,Madera,2023-11-13 03:00,55,41,2,112,111,3,0.146,N,M,M,M,M,NP,0.0,29.678,29.686,M
MAE,Madera,2023-11-13 04:00,58,40,4,81,81,4,0.21,N,M,M,M,M,NP,0.0,29.686,29.694,M
MAE,Madera,2023-11-13 05:00,57,39,4,64,57,5,0.112,N,M,M,M,M,NP,0.0,29.696,29.704,M
MAE,Madera,2023-11-13 06:00,53,37,1,105,104,2,0.082,N,M,M,M,M,NP,0.0,29.71,29.718,M
MAE,Madera,2023-11-13 07:00,51,37,2,59,61,3,0.073,N,M,M,M,M,NP,0.0,29.702,29.711,M
MAE,Madera,2023-11-13 08:00,47,37,4,296,306,5,0.117,N,M,M,M,M,NP,0.0,29.704,29.712,M
MAE,Madera,2023-11-13 09:00,46,40,3,321,330,3,0.121,N,M,M,M,M,NP,0.0,29.706,29.715,M
MAE,Madera,2023-11-13 10:00,46,39,1,281,299,1,0.11,N,M,M,M,M,NP,0.0,29.708,29.716,M
MAE,Madera,2023-11-13 11:00,46,36,1,314,294,1,0.084,N,M,M,M,M,NP,0.0,29.701,29.71,M
MAE,Madera,2023-11-13 12:00,46,37,4,89,86,5,0.086,N,M,M,M,M,NP,0.0,29.687,29.695,M
MAE,Madera,2023-11-13 13:00,49,36,5,82,80,5,0.108,N,M,M,M,M,NP,0.0,29.689,29.698,M
MAE,Madera,2023-11-13 14:00,47,38,2,261,259,3,0.142,N,M,M,M,M,NP,0.0,29.695,29.703,M
MAE,Madera,2023-11-13 15:00,44,37,2,357,4,2,0.149,D,M,M,M,M,NP,0.0,29.704,29.712,M
MAE,Madera,2023-11-13 16:00,46,38,4,93,94,4,0.203,D,M,M,M,M,NP,0.0,29.715,29.723,M
MAE,Madera,2023-11-13 17:00,50,41,1,276,301,2,0.211,D,M,M,M,M,NP,0.0,29.726,29.734,M
MAE,Madera,2023-11-13 18:00,59,39,3,148,156,3,0.168,D,M,M,M,M,?1,0.0,29.718,29.726,M
MAE,Madera,2023-11-13 19:00,66,38,5,128,118,8,0.185,D,M,M,M,M,?1,0.0,29.705,29.713,M
MAE,Madera,2023-11-13 20:00,74,36,7,107,106,9,0.135,D,M,M,M,M,?0,0.0,29.671,29.679,M
MAE,Madera,2023-11-13 21:00,77,32,6,152,145,8,0.097,D,M,M,M,M,?1,0.0,29.636,29.645,M
MAE,Madera,2023-11-13 22:00,76,27,9,152,154,12,0.072,D,M,M,M,M,?1,0.0,29.616,29.625,M
MAE,Madera,2023-11-13 23:00,78,25,7,127,119,10,0.061,D,M,M,M,M,?1,0.0,29.614,29.622,M
MAE,Madera,2023-11-14 00:00,75,26,6,127,132,7,0.06,D,M,M,M,M,?1,0.0,29.604,29.612,M
MAE,Madera,2023-11-14 01:00,67,27,6,87,87,6,0.084,D,M,M,M,M,NP,0.0,29.599,29.607,M
MAE,Madera,2023-11-14 02:00,57,35,2,114,113,2,0.088,N,M,M,M,M,NP,0.0,29.609,29.617,M
MAE,Madera,2023-11-14 03:00,52,34,3,93,90,3,0.135,N,M,M,M,M,NP,0.0,29.625,29.634,M
MAE,Madera,2023-11-14 04:00,53,33,3,320,323,3,0.092,N,M,M,M,M,NP,0.0,29.651,29.66,M
MAE,Madera,2023-11-14 05:00,51,34,3,104,105,3,0.104,N,M,M,M,M,NP,0.0,29.669,29.677,M
MAE,Madera,2023-11-14 06:00,49,32,2,48,35,3,0.126,N,M,M,M,M,NP,0.0,29.686,29.694,M
MAE,Madera,2023-11-14 07:00,48,30,5,68,69,6,0.084,N,M,M,M,M,NP,0.0,29.687,29.696,M
MAE,Madera,2023-11-14 08:00,49,30,4,85,87,5,0.067,N,M,M,M,M,NP,0.0,29.693,29.701,M
MAE,Madera,2023-11-14 09:00,47,29,3,72,79,4,0.068,N,M,M,M,M,NP,0.0,29.687,29.696,M
MAE,Madera,2023-11-14 10:00,49,31,6,97,104,8,0.077,N,M,M,M,M,?1,0.0,29.684,29.692,M
MAE,Madera,2023-11-14 11:00,50,32,7,97,101,9,0.079,N,M,M,M,M,?1,0.0,29.691,29.699,M
MAE,Madera,2023-11-14 12:00,46,34,4,131,122,5,0.079,N,M,M,M,M,NP,0.0,29.705,29.713,M
MAE,Madera,2023-11-14 13:00,50,34,6,108,106,7,0.067,N,M,M,M,M,NP,0.0,29.703,29.711,M
MAE,Madera,2023-11-14 14:00,52,32,8,99,105,10,0.061,N,M,M,M,M,?1,0.0,29.714,29.722,M
MAE,Madera,2023-11-14 15:00,50,32,6,100,102,7,0.07,D,M,M,M,M,NP,0.0,29.721,29.729,M
MAE,Madera,2023-11-14 16:00,58,32,5,110,107,7,0.071,D,M,M,M,M,NP,0.0,29.732,29.74,M
MAE,Madera,2023-11-14 17:00,63,34,7,137,138,8,0.061,D,M,M,M,M,NP,0.0,29.745,29.753,M
MAE,Madera,2023-11-14 18:00,67,37,4,148,151,6,0.063,D,M,M,M,M,NP,0.0,29.751,29.759,M
MAE,Madera,2023-11-14 19:00,71,36,7,147,164,9,0.069,D,M,M,M,M,NP,0.0,29.744,29.752,M
MAE,Madera,2023-11-14 20:00,75,33,7,159,157,11,0.069,D,M,M,M,M,NP,0.0,29.714,29.722,M
MAE,Madera,2023-11-14 21:00,75,32,6,110,121,8,0.059,D,M,M,M,M,?0,0.0,29.694,29.702,M
MAE,Madera,2023-11-14 22:00,76,33,6,130,120,9,0.062,D,M,M,M,M,?1,0.0,29.673,29.682,M
MAE,Madera,2023-11-14 23:00,76,33,6,124,115,8,0.064,D,M,M,M,M,?1,0.0,29.66,29.669,M
MAE,Madera,2023-11-15 00:00,72,33,4,127,132,4,0.067,D,M,M,M,M,NP,0.0,29.65,29.659,M
MAE,Madera,2023-11-15 01:00,63,39,3,87,86,4,0.097,D,M,M,M,M,NP,0.0,29.637,29.645,M
MAE,Madera,2023-11-15 02:00,57,38,2,116,115,2,0.096,N,M,M,M,M,NP,0.0,29.64,29.648,M
MAE,Madera,2023-11-15 03:00,55,35,3,51,52,3,0.089,N,M,M,M,M,NP,0.0,29.638,29.647,M
MAE,Madera,2023-11-15 04:00,52,36,2,51,55,3,0.088,N,M,M,M,M,NP,0.0,29.642,29.651,M
MAE,Madera,2023-11-15 05:00,49,33,4,105,102,4,0.082,N,M,M,M,M,NP,0.0,29.654,29.663,M
MAE,Madera,2023-11-15 06:00,48,34,2,59,58,2,0.085,N,M,M,M,M,NP,0.0,29.659,29.667,M
MAE,Madera,2023-11-15 07:00,50,30,4,81,83,6,0.052,N,M,M,M,M,?1,0.0,29.656,29.664,M
MAE,Madera,2023-11-15 08:00,44,34,3,221,223,4,0.079,N,M,M,M,M,NP,0.0,29.659,29.667,M
MAE,Madera,2023-11-15 09:00,44,33,3,87,86,4,0.113,N,M,M,M,M,NP,0.0,29.646,29.654,M
MAE,Madera,2023-11-15 10:00,41,32,2,165,172,3,0.084,N,M,M,M,M,NP,0.0,29.637,29.645,M
MAE,Madera,2023-11-15 11:00,39,33,3,80,80,3,0.079,N,M,M,M,M,NP,0.0,29.614,29.622,M
MAE,Madera,2023-11-15 12:00,42,32,2,65,72,2,0.077,N,M,M,M,M,NP,0.0,29.599,29.607,M
MAE,Madera,2023-11-15 13:00,38,32,1,56,63,2,0.082,N,M,M,M,M,NP,0.0,29.582,29.59,M
MAE,Madera,2023-11-15 14:00,40,33,1,86,69,1,0.109,N,M,M,M,M,NP,0.0,29.589,29.597,M
MAE,Madera,2023-11-15 15:00,47,36,3,76,77,3,0.141,D,M,M,M,M,NP,0.0,29.597,29.605,M
MAE,Madera,2023-11-15 16:00,51,36,5,72,85,7,0.167,D,M,M,M,M,NP,0.0,29.601,29.609,M
MAE,Madera,2023-11-15 17:00,57,34,6,86,77,8,0.144,D,M,M,M,M,NP,0.0,29.605,29.613,M
MAE,Madera,2023-11-15 18:00,64,35,7,118,105,10,0.179,D,M,M,M,M,NP,0.0,29.596,29.604,M
MAE,Madera,2023-11-15 19:00,71,32,4,121,142,6,0.09,D,M,M,M,M,NP,0.0,29.555,29.563,M
MAE,Madera,2023-11-15 20:00,71,36,5,204,208,7,0.101,D,M,M,M,M,NP,0.0,29.527,29.535,M
MAE,Madera,2023-11-15 21:00,64,44,3,224,219,4,0.201,D,M,M,M,M,R-,0.0,29.518,29.526,M
MAE,Madera,2023-11-15 22:00,61,45,5,293,298,6,0.31,D,M,M,M,M,R-,0.0,29.498,29.507,M
MAE,Madera,2023-11-15 23:00,58,50,6,242,233,7,0.317,D,M,M,M,M,R-,0.0,29.518,29.526,M
MAE,Madera,2023-11-16 00:00,60,51,2,40,28,3,0.28,D,M,M,M,M,R-,0.0,29.528,29.536,M
MAE,Madera,2023-11-16 01:00,57,51,1,33,37,1,0.389,N,M,M,M,M,NP,0.0,29.532,29.54,M
MAE,Madera,2023-11-16 02:00,56,52,3,165,161,3,0.491,N,M,M,M,M,R-,0.0,29.587,29.595,M
MAE,Madera,2023-11-16 03:00,57,51,3,47,51,4,0.39,N,M,M,M,M,NP,0.0,29.619,29.627,M
MAE,Madera,2023-11-16 04:00,58,52,7,58,58,8,0.171,N,M,M,M,M,NP,0.0,29.631,29.639,M
MAE,Madera,2023-11-16 05:00,59,52,5,67,76,6,0.119,N,M,M,M,M,NP,0.0,29.624,29.633,M
MAE,Madera,2023-11-16 06:00,58,52,5,97,97,5,0.117,N,M,M,M,M,NP,0.0,29.633,29.641,M
MAE,Madera,2023-11-16 07:00,56,49,5,113,119,6,0.083,N,M,M,M,M,NP,0.0,29.63,29.638,M
MAE,Madera,2023-11-16 08:00,56,50,4,138,138,4,0.085,N,M,M,M,M,NP,0.0,29.642,29.65,M
MAE,Madera,2023-11-16 09:00,54,50,3,277,278,3,0.092,N,M,M,M,M,NP,0.0,29.656,29.664,M
MAE,Madera,2023-11-16 10:00,55,51,1,179,174,1,0.115,N,M,M,M,M,NP,0.0,29.676,29.684,M
MAE,Madera,2023-11-16 11:00,56,50,4,34,31,5,0.179,N,M,M,M,M,NP,0.0,29.672,29.681,M
MAE,Madera,2023-11-16 12:00,55,50,5,72,62,5,0.163,N,M,M,M,M,NP,0.0,29.673,29.682,M
MAE,Madera,2023-11-16 13:00,54,50,3,82,87,3,0.143,N,M,M,M,M,NP,0.0,29.689,29.697,M
MAE,Madera,2023-11-16 14:00,51,49,2,307,305,2,0.227,N,M,M,M,M,NP,0.0,29.686,29.695,M
MAE,Madera,2023-11-16 15:00,52,49,4,85,84,5,0.121,D,M,M,M,M,NP,0.0,29.686,29.694,M
MAE,Madera,2023-11-16 16:00,61,53,3,95,84,4,0.067,D,M,M,M,M,NP,0.0,29.693,29.702,M
MAE,Madera,2023-11-16 17:00,68,52,2,94,104,3,0.056,D,M,M,M,M,NP,0.0,29.719,29.727,M
MAE,Madera,2023-11-16 18:00,65,53,5,271,280,7,0.128,D,M,M,M,M,NP,0.0,29.725,29.733,M
MAE,Madera,2023-11-16 19:00,70,52,1,290,217,2,0.11,D,M,M,M,M,NP,0.0,29.715,29.724,M
MAE,Madera,2023-11-16 20:00,73,52,4,183,169,7,0.059,D,M,M,M,M,NP,0.0,29.699,29.708,M
MAE,Madera,2023-11-16 21:00,75,52,5,224,222,8,0.05,D,M,M,M,M,NP,0.0,29.674,29.683,M
MAE,Madera,2023-11-16 22:00,74,51,5,80,84,6,0.05,D,M,M,M,M,NP,0.0,29.659,29.668,M
MAE,Madera,2023-11-16 23:00,73,51,3,256,252,3,0.054,D,M,M,M,M,NP,0.0,29.656,29.665,M
MAE,Madera,2023-11-17 00:00,70,52,3,260,257,4,0.05,D,M,M,M,M,NP,0.0,29.66,29.668,M
MAE,Madera,2023-11-17 01:00,64,51,4,282,280,5,0.05,N,M,M,M,M,NP,0.0,29.671,29.679,M
MAE,Madera,2023-11-17 02:00,63,52,6,312,314,7,0.195,N,M,M,M,M,NP,0.0,29.682,29.691,M
MAE,Madera,2023-11-17 03:00,59,52,4,302,296,4,0.286,N,M,M,M,M,NP,0.0,29.702,29.711,M
MAE,Madera,2023-11-17 04:00,55,51,2,356,3,3,0.331,N,M,M,M,M,NP,0.0,29.701,29.71,M
